OMRKK;ALDER;TID;INDHOLD
Kgs. Enghave - Gl. Sydhavn;0-4 år;2017;704
Kgs. Enghave - Gl. Sydhavn;0-4 år;2018;712
Kgs. Enghave - Gl. Sydhavn;0-4 år;2019;699
Kgs. Enghave - Gl. Sydhavn;0-4 år;2020;682
Kgs. Enghave - Gl. Sydhavn;0-4 år;2021;640
Kgs. Enghave - Gl. Sydhavn;0-4 år;2022;584
Kgs. Enghave - Gl. Sydhavn;0-4 år;2023;567
Kgs. Enghave - Gl. Sydhavn;0-4 år;2024;560
Kgs. Enghave - Gl. Sydhavn;0-4 år;2025;569
Kgs. Enghave - Holmene;0-4 år;1977;106
Kgs. Enghave - Holmene;0-4 år;1978;108
Kgs. Enghave - Holmene;0-4 år;1979;97
Kgs. Enghave - Holmene;0-4 år;1980;88
Kgs. Enghave - Holmene;0-4 år;1981;89
Kgs. Enghave - Holmene;0-4 år;1982;84
Kgs. Enghave - Holmene;0-4 år;1983;83
Kgs. Enghave - Holmene;0-4 år;1984;88
Kgs. Enghave - Holmene;0-4 år;1985;78
Kgs. Enghave - Holmene;0-4 år;1986;71
Kgs. Enghave - Holmene;0-4 år;1987;59
Kgs. Enghave - Holmene;0-4 år;1988;73
Kgs. Enghave - Holmene;0-4 år;1989;66
Kgs. Enghave - Holmene;0-4 år;1990;56
Kgs. Enghave - Holmene;0-4 år;1991;1
Kgs. Enghave - Holmene;0-4 år;1992;1
Kgs. Enghave - Holmene;0-4 år;1993;2
Kgs. Enghave - Holmene;0-4 år;1994;1
Kgs. Enghave - Holmene;0-4 år;1995;0
Kgs. Enghave - Holmene;0-4 år;1996;1
Kgs. Enghave - Holmene;0-4 år;1997;2
Kgs. Enghave - Holmene;0-4 år;1998;2
Kgs. Enghave - Holmene;0-4 år;1999;0
Kgs. Enghave - Holmene;0-4 år;2000;0
Kgs. Enghave - Holmene;0-4 år;2001;0
Kgs. Enghave - Holmene;0-4 år;2002;0
Kgs. Enghave - Holmene;0-4 år;2003;0
Kgs. Enghave - Holmene;0-4 år;2004;1
Kgs. Enghave - Holmene;0-4 år;2005;1
Kgs. Enghave - Holmene;0-4 år;2006;7
Kgs. Enghave - Holmene;0-4 år;2007;71
Kgs. Enghave - Holmene;0-4 år;2008;164
Kgs. Enghave - Holmene;0-4 år;2009;328
Kgs. Enghave - Holmene;0-4 år;2010;438
Kgs. Enghave - Holmene;0-4 år;2011;530
Kgs. Enghave - Holmene;0-4 år;2012;603
Kgs. Enghave - Holmene;0-4 år;2013;618
Kgs. Enghave - Holmene;0-4 år;2014;590
Kgs. Enghave - Holmene;0-4 år;2015;629
Kgs. Enghave - Holmene;0-4 år;2016;616
Kgs. Enghave - Holmene;0-4 år;2017;715
Kgs. Enghave - Holmene;0-4 år;2018;765
Kgs. Enghave - Holmene;0-4 år;2019;843
Kgs. Enghave - Holmene;0-4 år;2020;1016
Kgs. Enghave - Holmene;0-4 år;2021;1081
Kgs. Enghave - Holmene;0-4 år;2022;1175
Kgs. Enghave - Holmene;0-4 år;2023;1164
Kgs. Enghave - Holmene;0-4 år;2024;1161
Kgs. Enghave - Holmene;0-4 år;2025;1163
Valby - Gl. Valby;0-4 år;1977;480
Valby - Gl. Valby;0-4 år;1978;446
Valby - Gl. Valby;0-4 år;1979;382
Valby - Gl. Valby;0-4 år;1980;393
Valby - Gl. Valby;0-4 år;1981;373
Valby - Gl. Valby;0-4 år;1982;392
Valby - Gl. Valby;0-4 år;1983;387
Valby - Gl. Valby;0-4 år;1984;397
Valby - Gl. Valby;0-4 år;1985;416
Valby - Gl. Valby;0-4 år;1986;402
Valby - Gl. Valby;0-4 år;1987;394
Valby - Gl. Valby;0-4 år;1988;406
Valby - Gl. Valby;0-4 år;1989;411
Valby - Gl. Valby;0-4 år;1990;429
Valby - Gl. Valby;0-4 år;1991;464
Valby - Gl. Valby;0-4 år;1992;509
Valby - Gl. Valby;0-4 år;1993;533
Valby - Gl. Valby;0-4 år;1994;559
Valby - Gl. Valby;0-4 år;1995;599
Valby - Gl. Valby;0-4 år;1996;630
Valby - Gl. Valby;0-4 år;1997;657
Valby - Gl. Valby;0-4 år;1998;657
Valby - Gl. Valby;0-4 år;1999;678
Valby - Gl. Valby;0-4 år;2000;649
Valby - Gl. Valby;0-4 år;2001;631
Valby - Gl. Valby;0-4 år;2002;642
Valby - Gl. Valby;0-4 år;2003;646
Valby - Gl. Valby;0-4 år;2004;635
Valby - Gl. Valby;0-4 år;2005;649
Valby - Gl. Valby;0-4 år;2006;646
Valby - Gl. Valby;0-4 år;2007;637
Valby - Gl. Valby;0-4 år;2008;622
Valby - Gl. Valby;0-4 år;2009;678
Valby - Gl. Valby;0-4 år;2010;727
Valby - Gl. Valby;0-4 år;2011;783
Valby - Gl. Valby;0-4 år;2012;829
Valby - Gl. Valby;0-4 år;2013;838
Valby - Gl. Valby;0-4 år;2014;778
Valby - Gl. Valby;0-4 år;2015;773
Valby - Gl. Valby;0-4 år;2016;702
Valby - Gl. Valby;0-4 år;2017;710
Valby - Gl. Valby;0-4 år;2018;706
Valby - Gl. Valby;0-4 år;2019;703
Valby - Gl. Valby;0-4 år;2020;696
Valby - Gl. Valby;0-4 år;2021;696
Valby - Gl. Valby;0-4 år;2022;708
Valby - Gl. Valby;0-4 år;2023;676
Valby - Gl. Valby;0-4 år;2024;672
Valby - Gl. Valby;0-4 år;2025;662
Valby - Syd;0-4 år;1977;739
Valby - Syd;0-4 år;1978;724
Valby - Syd;0-4 år;1979;720
Valby - Syd;0-4 år;1980;709
Valby - Syd;0-4 år;1981;689
Valby - Syd;0-4 år;1982;684
Valby - Syd;0-4 år;1983;674
Valby - Syd;0-4 år;1984;634
Valby - Syd;0-4 år;1985;605
Valby - Syd;0-4 år;1986;612
Valby - Syd;0-4 år;1987;609
Valby - Syd;0-4 år;1988;628
Valby - Syd;0-4 år;1989;635
Valby - Syd;0-4 år;1990;662
Valby - Syd;0-4 år;1991;693
Valby - Syd;0-4 år;1992;726
Valby - Syd;0-4 år;1993;773
Valby - Syd;0-4 år;1994;820
Valby - Syd;0-4 år;1995;802
Valby - Syd;0-4 år;1996;825
Valby - Syd;0-4 år;1997;835
Valby - Syd;0-4 år;1998;815
Valby - Syd;0-4 år;1999;812
Valby - Syd;0-4 år;2000;844
Valby - Syd;0-4 år;2001;836
Valby - Syd;0-4 år;2002;819
Valby - Syd;0-4 år;2003;795
Valby - Syd;0-4 år;2004;816
Valby - Syd;0-4 år;2005;798
Valby - Syd;0-4 år;2006;798
Valby - Syd;0-4 år;2007;768
Valby - Syd;0-4 år;2008;876
Valby - Syd;0-4 år;2009;996
Valby - Syd;0-4 år;2010;1085
Valby - Syd;0-4 år;2011;1160
Valby - Syd;0-4 år;2012;1212
Valby - Syd;0-4 år;2013;1253
Valby - Syd;0-4 år;2014;1277
Valby - Syd;0-4 år;2015;1305
Valby - Syd;0-4 år;2016;1286
Valby - Syd;0-4 år;2017;1377
Valby - Syd;0-4 år;2018;1441
Valby - Syd;0-4 år;2019;1422
Valby - Syd;0-4 år;2020;1451
Valby - Syd;0-4 år;2021;1370
Valby - Syd;0-4 år;2022;1299
Valby - Syd;0-4 år;2023;1343
Valby - Syd;0-4 år;2024;1275
Valby - Syd;0-4 år;2025;1228
Valby - Ålholm;0-4 år;1977;387
Valby - Ålholm;0-4 år;1978;370
Valby - Ålholm;0-4 år;1979;379
Valby - Ålholm;0-4 år;1980;386
Valby - Ålholm;0-4 år;1981;371
Valby - Ålholm;0-4 år;1982;396
Valby - Ålholm;0-4 år;1983;370
Valby - Ålholm;0-4 år;1984;374
Valby - Ålholm;0-4 år;1985;367
Valby - Ålholm;0-4 år;1986;356
Valby - Ålholm;0-4 år;1987;357
Valby - Ålholm;0-4 år;1988;376
Valby - Ålholm;0-4 år;1989;374
Valby - Ålholm;0-4 år;1990;408
Valby - Ålholm;0-4 år;1991;411
Valby - Ålholm;0-4 år;1992;452
Valby - Ålholm;0-4 år;1993;443
Valby - Ålholm;0-4 år;1994;470
Valby - Ålholm;0-4 år;1995;474
Valby - Ålholm;0-4 år;1996;667
Valby - Ålholm;0-4 år;1997;712
Valby - Ålholm;0-4 år;1998;711
Valby - Ålholm;0-4 år;1999;704
Valby - Ålholm;0-4 år;2000;711
Valby - Ålholm;0-4 år;2001;708
Valby - Ålholm;0-4 år;2002;682
Valby - Ålholm;0-4 år;2003;690
Valby - Ålholm;0-4 år;2004;669
Valby - Ålholm;0-4 år;2005;661
Valby - Ålholm;0-4 år;2006;640
Valby - Ålholm;0-4 år;2007;621
Valby - Ålholm;0-4 år;2008;590
Valby - Ålholm;0-4 år;2009;606
Valby - Ålholm;0-4 år;2010;610
Valby - Ålholm;0-4 år;2011;628
Valby - Ålholm;0-4 år;2012;614
Valby - Ålholm;0-4 år;2013;594
Valby - Ålholm;0-4 år;2014;599
Valby - Ålholm;0-4 år;2015;597
Valby - Ålholm;0-4 år;2016;592
Valby - Ålholm;0-4 år;2017;607
Valby - Ålholm;0-4 år;2018;589
Valby - Ålholm;0-4 år;2019;588
Valby - Ålholm;0-4 år;2020;583
Valby - Ålholm;0-4 år;2021;588
Valby - Ålholm;0-4 år;2022;593
Valby - Ålholm;0-4 år;2023;580
Valby - Ålholm;0-4 år;2024;533
Valby - Ålholm;0-4 år;2025;492
Valby - Valby Sydvest;0-4 år;1977;284
Valby - Valby Sydvest;0-4 år;1978;251
Valby - Valby Sydvest;0-4 år;1979;264
Valby - Valby Sydvest;0-4 år;1980;248
Valby - Valby Sydvest;0-4 år;1981;222
Valby - Valby Sydvest;0-4 år;1982;217
Valby - Valby Sydvest;0-4 år;1983;213
Valby - Valby Sydvest;0-4 år;1984;240
Valby - Valby Sydvest;0-4 år;1985;199
Valby - Valby Sydvest;0-4 år;1986;218
Valby - Valby Sydvest;0-4 år;1987;222
Valby - Valby Sydvest;0-4 år;1988;236
Valby - Valby Sydvest;0-4 år;1989;241
Valby - Valby Sydvest;0-4 år;1990;268
Valby - Valby Sydvest;0-4 år;1991;274
Valby - Valby Sydvest;0-4 år;1992;298
Valby - Valby Sydvest;0-4 år;1993;322
Valby - Valby Sydvest;0-4 år;1994;309
Valby - Valby Sydvest;0-4 år;1995;319
Valby - Valby Sydvest;0-4 år;1996;341
Valby - Valby Sydvest;0-4 år;1997;350
Valby - Valby Sydvest;0-4 år;1998;358
Valby - Valby Sydvest;0-4 år;1999;384
Valby - Valby Sydvest;0-4 år;2000;376
Valby - Valby Sydvest;0-4 år;2001;368
Valby - Valby Sydvest;0-4 år;2002;375
Valby - Valby Sydvest;0-4 år;2003;386
Valby - Valby Sydvest;0-4 år;2004;402
Valby - Valby Sydvest;0-4 år;2005;399
Valby - Valby Sydvest;0-4 år;2006;402
Valby - Valby Sydvest;0-4 år;2007;375
Valby - Valby Sydvest;0-4 år;2008;391
Valby - Valby Sydvest;0-4 år;2009;437
Valby - Valby Sydvest;0-4 år;2010;457
Valby - Valby Sydvest;0-4 år;2011;510
Valby - Valby Sydvest;0-4 år;2012;534
Valby - Valby Sydvest;0-4 år;2013;529
Valby - Valby Sydvest;0-4 år;2014;548
Valby - Valby Sydvest;0-4 år;2015;520
Valby - Valby Sydvest;0-4 år;2016;543
Valby - Valby Sydvest;0-4 år;2017;563
Valby - Valby Sydvest;0-4 år;2018;626
Valby - Valby Sydvest;0-4 år;2019;769
Valby - Valby Sydvest;0-4 år;2020;892
Valby - Valby Sydvest;0-4 år;2021;1062
Valby - Valby Sydvest;0-4 år;2022;1126
Valby - Valby Sydvest;0-4 år;2023;1116
Valby - Valby Sydvest;0-4 år;2024;1071
Valby - Valby Sydvest;0-4 år;2025;1109
Valby - Vigerslev;0-4 år;1977;363
Valby - Vigerslev;0-4 år;1978;313
Valby - Vigerslev;0-4 år;1979;312
Valby - Vigerslev;0-4 år;1980;316
Valby - Vigerslev;0-4 år;1981;293
Valby - Vigerslev;0-4 år;1982;287
Valby - Vigerslev;0-4 år;1983;333
Valby - Vigerslev;0-4 år;1984;324
Valby - Vigerslev;0-4 år;1985;315
Valby - Vigerslev;0-4 år;1986;309
Valby - Vigerslev;0-4 år;1987;328
Valby - Vigerslev;0-4 år;1988;307
Valby - Vigerslev;0-4 år;1989;320
Valby - Vigerslev;0-4 år;1990;345
Valby - Vigerslev;0-4 år;1991;347
Valby - Vigerslev;0-4 år;1992;371
Valby - Vigerslev;0-4 år;1993;374
Valby - Vigerslev;0-4 år;1994;367
Valby - Vigerslev;0-4 år;1995;374
Valby - Vigerslev;0-4 år;1996;391
Valby - Vigerslev;0-4 år;1997;384
Valby - Vigerslev;0-4 år;1998;370
Valby - Vigerslev;0-4 år;1999;361
Valby - Vigerslev;0-4 år;2000;372
Valby - Vigerslev;0-4 år;2001;383
Valby - Vigerslev;0-4 år;2002;374
Valby - Vigerslev;0-4 år;2003;390
Valby - Vigerslev;0-4 år;2004;388
Valby - Vigerslev;0-4 år;2005;370
Valby - Vigerslev;0-4 år;2006;344
Valby - Vigerslev;0-4 år;2007;339
Valby - Vigerslev;0-4 år;2008;335
Valby - Vigerslev;0-4 år;2009;362
Valby - Vigerslev;0-4 år;2010;383
Valby - Vigerslev;0-4 år;2011;373
Valby - Vigerslev;0-4 år;2012;362
Valby - Vigerslev;0-4 år;2013;410
Valby - Vigerslev;0-4 år;2014;432
Valby - Vigerslev;0-4 år;2015;423
Valby - Vigerslev;0-4 år;2016;420
Valby - Vigerslev;0-4 år;2017;461
Valby - Vigerslev;0-4 år;2018;436
Valby - Vigerslev;0-4 år;2019;460
Valby - Vigerslev;0-4 år;2020;450
Valby - Vigerslev;0-4 år;2021;462
Valby - Vigerslev;0-4 år;2022;485
Valby - Vigerslev;0-4 år;2023;457
Valby - Vigerslev;0-4 år;2024;430
Valby - Vigerslev;0-4 år;2025;399
Vanløse - Jyllingevej Kvarter;0-4 år;1977;546
Vanløse - Jyllingevej Kvarter;0-4 år;1978;537
Vanløse - Jyllingevej Kvarter;0-4 år;1979;527
Vanløse - Jyllingevej Kvarter;0-4 år;1980;511
Vanløse - Jyllingevej Kvarter;0-4 år;1981;516
Vanløse - Jyllingevej Kvarter;0-4 år;1982;516
Vanløse - Jyllingevej Kvarter;0-4 år;1983;511
Vanløse - Jyllingevej Kvarter;0-4 år;1984;489
Vanløse - Jyllingevej Kvarter;0-4 år;1985;477
Vanløse - Jyllingevej Kvarter;0-4 år;1986;463
Vanløse - Jyllingevej Kvarter;0-4 år;1987;479
Vanløse - Jyllingevej Kvarter;0-4 år;1988;475
Vanløse - Jyllingevej Kvarter;0-4 år;1989;514
Vanløse - Jyllingevej Kvarter;0-4 år;1990;530
Vanløse - Jyllingevej Kvarter;0-4 år;1991;595
Vanløse - Jyllingevej Kvarter;0-4 år;1992;615
Vanløse - Jyllingevej Kvarter;0-4 år;1993;661
Vanløse - Jyllingevej Kvarter;0-4 år;1994;691
Vanløse - Jyllingevej Kvarter;0-4 år;1995;681
Vanløse - Jyllingevej Kvarter;0-4 år;1996;721
Vanløse - Jyllingevej Kvarter;0-4 år;1997;720
Vanløse - Jyllingevej Kvarter;0-4 år;1998;729
Vanløse - Jyllingevej Kvarter;0-4 år;1999;716
Vanløse - Jyllingevej Kvarter;0-4 år;2000;715
Vanløse - Jyllingevej Kvarter;0-4 år;2001;692
Vanløse - Jyllingevej Kvarter;0-4 år;2002;670
Vanløse - Jyllingevej Kvarter;0-4 år;2003;640
Vanløse - Jyllingevej Kvarter;0-4 år;2004;663
Vanløse - Jyllingevej Kvarter;0-4 år;2005;688
Vanløse - Jyllingevej Kvarter;0-4 år;2006;749
Vanløse - Jyllingevej Kvarter;0-4 år;2007;740
Vanløse - Jyllingevej Kvarter;0-4 år;2008;756
Vanløse - Jyllingevej Kvarter;0-4 år;2009;744
Vanløse - Jyllingevej Kvarter;0-4 år;2010;750
Vanløse - Jyllingevej Kvarter;0-4 år;2011;770
Vanløse - Jyllingevej Kvarter;0-4 år;2012;798
Vanløse - Jyllingevej Kvarter;0-4 år;2013;793
Vanløse - Jyllingevej Kvarter;0-4 år;2014;791
Vanløse - Jyllingevej Kvarter;0-4 år;2015;780
Vanløse - Jyllingevej Kvarter;0-4 år;2016;786
Vanløse - Jyllingevej Kvarter;0-4 år;2017;773
Vanløse - Jyllingevej Kvarter;0-4 år;2018;732
Vanløse - Jyllingevej Kvarter;0-4 år;2019;729
Vanløse - Jyllingevej Kvarter;0-4 år;2020;736
Vanløse - Jyllingevej Kvarter;0-4 år;2021;697
Vanløse - Jyllingevej Kvarter;0-4 år;2022;667
Vanløse - Jyllingevej Kvarter;0-4 år;2023;657
Vanløse - Jyllingevej Kvarter;0-4 år;2024;655
Vanløse - Jyllingevej Kvarter;0-4 år;2025;667
Vanløse - Jernbane Allé Kvarter;0-4 år;1977;437
Vanløse - Jernbane Allé Kvarter;0-4 år;1978;392
Vanløse - Jernbane Allé Kvarter;0-4 år;1979;350
Vanløse - Jernbane Allé Kvarter;0-4 år;1980;359
Vanløse - Jernbane Allé Kvarter;0-4 år;1981;358
Vanløse - Jernbane Allé Kvarter;0-4 år;1982;332
Vanløse - Jernbane Allé Kvarter;0-4 år;1983;351
Vanløse - Jernbane Allé Kvarter;0-4 år;1984;378
Vanløse - Jernbane Allé Kvarter;0-4 år;1985;384
Vanløse - Jernbane Allé Kvarter;0-4 år;1986;379
Vanløse - Jernbane Allé Kvarter;0-4 år;1987;371
Vanløse - Jernbane Allé Kvarter;0-4 år;1988;357
Vanløse - Jernbane Allé Kvarter;0-4 år;1989;401
Vanløse - Jernbane Allé Kvarter;0-4 år;1990;440
Vanløse - Jernbane Allé Kvarter;0-4 år;1991;486
Vanløse - Jernbane Allé Kvarter;0-4 år;1992;506
Vanløse - Jernbane Allé Kvarter;0-4 år;1993;533
Vanløse - Jernbane Allé Kvarter;0-4 år;1994;568
Vanløse - Jernbane Allé Kvarter;0-4 år;1995;579
Vanløse - Jernbane Allé Kvarter;0-4 år;1996;600
Vanløse - Jernbane Allé Kvarter;0-4 år;1997;608
Vanløse - Jernbane Allé Kvarter;0-4 år;1998;609
Vanløse - Jernbane Allé Kvarter;0-4 år;1999;603
Vanløse - Jernbane Allé Kvarter;0-4 år;2000;635
Vanløse - Jernbane Allé Kvarter;0-4 år;2001;647
Vanløse - Jernbane Allé Kvarter;0-4 år;2002;663
Vanløse - Jernbane Allé Kvarter;0-4 år;2003;704
Vanløse - Jernbane Allé Kvarter;0-4 år;2004;689
Vanløse - Jernbane Allé Kvarter;0-4 år;2005;712
Vanløse - Jernbane Allé Kvarter;0-4 år;2006;680
Vanløse - Jernbane Allé Kvarter;0-4 år;2007;678
Vanløse - Jernbane Allé Kvarter;0-4 år;2008;670
Vanløse - Jernbane Allé Kvarter;0-4 år;2009;710
Vanløse - Jernbane Allé Kvarter;0-4 år;2010;759
Vanløse - Jernbane Allé Kvarter;0-4 år;2011;758
Vanløse - Jernbane Allé Kvarter;0-4 år;2012;780
Vanløse - Jernbane Allé Kvarter;0-4 år;2013;820
Vanløse - Jernbane Allé Kvarter;0-4 år;2014;794
Vanløse - Jernbane Allé Kvarter;0-4 år;2015;779
Vanløse - Jernbane Allé Kvarter;0-4 år;2016;793
Vanløse - Jernbane Allé Kvarter;0-4 år;2017;724
Vanløse - Jernbane Allé Kvarter;0-4 år;2018;729
Vanløse - Jernbane Allé Kvarter;0-4 år;2019;730
Vanløse - Jernbane Allé Kvarter;0-4 år;2020;775
Vanløse - Jernbane Allé Kvarter;0-4 år;2021;731
Vanløse - Jernbane Allé Kvarter;0-4 år;2022;686
Vanløse - Jernbane Allé Kvarter;0-4 år;2023;659
Vanløse - Jernbane Allé Kvarter;0-4 år;2024;650
Vanløse - Jernbane Allé Kvarter;0-4 år;2025;610
Vanløse - Sallingvej Kvarter;0-4 år;1977;429
Vanløse - Sallingvej Kvarter;0-4 år;1978;392
Vanløse - Sallingvej Kvarter;0-4 år;1979;399
Vanløse - Sallingvej Kvarter;0-4 år;1980;355
Vanløse - Sallingvej Kvarter;0-4 år;1981;353
Vanløse - Sallingvej Kvarter;0-4 år;1982;339
Vanløse - Sallingvej Kvarter;0-4 år;1983;331
Vanløse - Sallingvej Kvarter;0-4 år;1984;371
Vanløse - Sallingvej Kvarter;0-4 år;1985;358
Vanløse - Sallingvej Kvarter;0-4 år;1986;328
Vanløse - Sallingvej Kvarter;0-4 år;1987;314
Vanløse - Sallingvej Kvarter;0-4 år;1988;338
Vanløse - Sallingvej Kvarter;0-4 år;1989;373
Vanløse - Sallingvej Kvarter;0-4 år;1990;423
Vanløse - Sallingvej Kvarter;0-4 år;1991;360
Vanløse - Sallingvej Kvarter;0-4 år;1992;393
Vanløse - Sallingvej Kvarter;0-4 år;1993;439
Vanløse - Sallingvej Kvarter;0-4 år;1994;436
Vanløse - Sallingvej Kvarter;0-4 år;1995;470
Vanløse - Sallingvej Kvarter;0-4 år;1996;462
Vanløse - Sallingvej Kvarter;0-4 år;1997;460
Vanløse - Sallingvej Kvarter;0-4 år;1998;443
Vanløse - Sallingvej Kvarter;0-4 år;1999;447
Vanløse - Sallingvej Kvarter;0-4 år;2000;437
Vanløse - Sallingvej Kvarter;0-4 år;2001;478
Vanløse - Sallingvej Kvarter;0-4 år;2002;479
Vanløse - Sallingvej Kvarter;0-4 år;2003;481
Vanløse - Sallingvej Kvarter;0-4 år;2004;476
Vanløse - Sallingvej Kvarter;0-4 år;2005;444
Vanløse - Sallingvej Kvarter;0-4 år;2006;450
Vanløse - Sallingvej Kvarter;0-4 år;2007;479
Vanløse - Sallingvej Kvarter;0-4 år;2008;473
Vanløse - Sallingvej Kvarter;0-4 år;2009;489
Vanløse - Sallingvej Kvarter;0-4 år;2010;547
Vanløse - Sallingvej Kvarter;0-4 år;2011;584
Vanløse - Sallingvej Kvarter;0-4 år;2012;590
Vanløse - Sallingvej Kvarter;0-4 år;2013;590
Vanløse - Sallingvej Kvarter;0-4 år;2014;594
Vanløse - Sallingvej Kvarter;0-4 år;2015;590
Vanløse - Sallingvej Kvarter;0-4 år;2016;567
Vanløse - Sallingvej Kvarter;0-4 år;2017;593
Vanløse - Sallingvej Kvarter;0-4 år;2018;569
Vanløse - Sallingvej Kvarter;0-4 år;2019;590
Vanløse - Sallingvej Kvarter;0-4 år;2020;575
Vanløse - Sallingvej Kvarter;0-4 år;2021;559
Vanløse - Sallingvej Kvarter;0-4 år;2022;556
Vanløse - Sallingvej Kvarter;0-4 år;2023;523
Vanløse - Sallingvej Kvarter;0-4 år;2024;510
Vanløse - Sallingvej Kvarter;0-4 år;2025;504
Vanløse - Grøndals Park Kvarter;0-4 år;1977;161
Vanløse - Grøndals Park Kvarter;0-4 år;1978;156
Vanløse - Grøndals Park Kvarter;0-4 år;1979;140
Vanløse - Grøndals Park Kvarter;0-4 år;1980;138
Vanløse - Grøndals Park Kvarter;0-4 år;1981;145
Vanløse - Grøndals Park Kvarter;0-4 år;1982;148
Vanløse - Grøndals Park Kvarter;0-4 år;1983;144
Vanløse - Grøndals Park Kvarter;0-4 år;1984;152
Vanløse - Grøndals Park Kvarter;0-4 år;1985;148
Vanløse - Grøndals Park Kvarter;0-4 år;1986;168
Vanløse - Grøndals Park Kvarter;0-4 år;1987;171
Vanløse - Grøndals Park Kvarter;0-4 år;1988;163
Vanløse - Grøndals Park Kvarter;0-4 år;1989;170
Vanløse - Grøndals Park Kvarter;0-4 år;1990;178
Vanløse - Grøndals Park Kvarter;0-4 år;1991;191
Vanløse - Grøndals Park Kvarter;0-4 år;1992;192
Vanløse - Grøndals Park Kvarter;0-4 år;1993;202
Vanløse - Grøndals Park Kvarter;0-4 år;1994;222
Vanløse - Grøndals Park Kvarter;0-4 år;1995;241
Vanløse - Grøndals Park Kvarter;0-4 år;1996;241
Vanløse - Grøndals Park Kvarter;0-4 år;1997;243
Vanløse - Grøndals Park Kvarter;0-4 år;1998;263
Vanløse - Grøndals Park Kvarter;0-4 år;1999;276
Vanløse - Grøndals Park Kvarter;0-4 år;2000;256
Vanløse - Grøndals Park Kvarter;0-4 år;2001;280
Vanløse - Grøndals Park Kvarter;0-4 år;2002;283
Vanløse - Grøndals Park Kvarter;0-4 år;2003;305
Vanløse - Grøndals Park Kvarter;0-4 år;2004;307
Vanløse - Grøndals Park Kvarter;0-4 år;2005;296
Vanløse - Grøndals Park Kvarter;0-4 år;2006;291
Vanløse - Grøndals Park Kvarter;0-4 år;2007;264
Vanløse - Grøndals Park Kvarter;0-4 år;2008;267
Vanløse - Grøndals Park Kvarter;0-4 år;2009;251
Vanløse - Grøndals Park Kvarter;0-4 år;2010;252
Vanløse - Grøndals Park Kvarter;0-4 år;2011;250
Vanløse - Grøndals Park Kvarter;0-4 år;2012;250
Vanløse - Grøndals Park Kvarter;0-4 år;2013;324
Vanløse - Grøndals Park Kvarter;0-4 år;2014;319
Vanløse - Grøndals Park Kvarter;0-4 år;2015;358
Vanløse - Grøndals Park Kvarter;0-4 år;2016;347
Vanløse - Grøndals Park Kvarter;0-4 år;2017;347
Vanløse - Grøndals Park Kvarter;0-4 år;2018;349
Vanløse - Grøndals Park Kvarter;0-4 år;2019;354
Vanløse - Grøndals Park Kvarter;0-4 år;2020;340
Vanløse - Grøndals Park Kvarter;0-4 år;2021;334
Vanløse - Grøndals Park Kvarter;0-4 år;2022;333
Vanløse - Grøndals Park Kvarter;0-4 år;2023;328
Vanløse - Grøndals Park Kvarter;0-4 år;2024;321
Vanløse - Grøndals Park Kvarter;0-4 år;2025;330
Brønshøj-Husum - Husum;0-4 år;1977;683
Brønshøj-Husum - Husum;0-4 år;1978;637
Brønshøj-Husum - Husum;0-4 år;1979;612
Brønshøj-Husum - Husum;0-4 år;1980;581
Brønshøj-Husum - Husum;0-4 år;1981;567
Brønshøj-Husum - Husum;0-4 år;1982;530
Brønshøj-Husum - Husum;0-4 år;1983;558
Brønshøj-Husum - Husum;0-4 år;1984;542
Brønshøj-Husum - Husum;0-4 år;1985;533
Brønshøj-Husum - Husum;0-4 år;1986;549
Brønshøj-Husum - Husum;0-4 år;1987;563
Brønshøj-Husum - Husum;0-4 år;1988;579
Brønshøj-Husum - Husum;0-4 år;1989;590
Brønshøj-Husum - Husum;0-4 år;1990;654
Brønshøj-Husum - Husum;0-4 år;1991;702
Brønshøj-Husum - Husum;0-4 år;1992;767
Brønshøj-Husum - Husum;0-4 år;1993;795
Brønshøj-Husum - Husum;0-4 år;1994;841
Brønshøj-Husum - Husum;0-4 år;1995;854
Brønshøj-Husum - Husum;0-4 år;1996;849
Brønshøj-Husum - Husum;0-4 år;1997;906
Brønshøj-Husum - Husum;0-4 år;1998;874
Brønshøj-Husum - Husum;0-4 år;1999;891
Brønshøj-Husum - Husum;0-4 år;2000;877
Brønshøj-Husum - Husum;0-4 år;2001;850
Brønshøj-Husum - Husum;0-4 år;2002;823
Brønshøj-Husum - Husum;0-4 år;2003;864
Brønshøj-Husum - Husum;0-4 år;2004;910
Brønshøj-Husum - Husum;0-4 år;2005;890
Brønshøj-Husum - Husum;0-4 år;2006;903
Brønshøj-Husum - Husum;0-4 år;2007;920
Brønshøj-Husum - Husum;0-4 år;2008;942
Brønshøj-Husum - Husum;0-4 år;2009;909
Brønshøj-Husum - Husum;0-4 år;2010;924
Brønshøj-Husum - Husum;0-4 år;2011;974
Brønshøj-Husum - Husum;0-4 år;2012;989
Brønshøj-Husum - Husum;0-4 år;2013;964
Brønshøj-Husum - Husum;0-4 år;2014;984
Brønshøj-Husum - Husum;0-4 år;2015;963
Brønshøj-Husum - Husum;0-4 år;2016;989
Brønshøj-Husum - Husum;0-4 år;2017;970
Brønshøj-Husum - Husum;0-4 år;2018;1018
Brønshøj-Husum - Husum;0-4 år;2019;997
Brønshøj-Husum - Husum;0-4 år;2020;1032
